time	p	height	baseradius	curvatureRadius	strain	tension	SourceFile
217.72	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
218.16	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
218.6	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
219.04	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
219.48	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
219.92	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
220.36	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
220.8	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
221.24	200	92.1744333	119.99284335	124.190666488176	0.590079141772728	12419.0666488176	2021_02_26__11_27_25_D1_CPE.dat
221.68	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
222.12	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
222.56	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
223	200	89.6832324	119.99284335	125.114606311458	0.558614001269142	12511.4606311458	2021_02_26__11_27_25_D1_CPE.dat
223.44	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
223.88	200	92.1744333	119.99284335	124.190666488176	0.590079141772728	12419.0666488176	2021_02_26__11_27_25_D1_CPE.dat
224.32	200	86.9152314	119.99284335	126.287070464689	0.524663790477179	12628.7070464689	2021_02_26__11_27_25_D1_CPE.dat
224.76	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
225.2	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
225.64	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
226.08	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
226.52	200	86.9152314	119.99284335	126.287070464689	0.524663790477179	12628.7070464689	2021_02_26__11_27_25_D1_CPE.dat
226.96	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
227.4	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
227.84	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
228.28	200	86.9152314	119.99284335	126.287070464689	0.524663790477179	12628.7070464689	2021_02_26__11_27_25_D1_CPE.dat
228.72	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
229.16	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
229.6	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
230.04	200	94.9424343	119.99284335	123.297598479774	0.626051465433178	12329.7598479774	2021_02_26__11_27_25_D1_CPE.dat
230.48	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
230.92	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
231.36	200	92.1744333	119.99284335	124.190666488176	0.590079141772728	12419.0666488176	2021_02_26__11_27_25_D1_CPE.dat
231.8	200	89.6832324	119.99284335	125.114606311458	0.558614001269142	12511.4606311458	2021_02_26__11_27_25_D1_CPE.dat
232.24	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
232.68	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
233.12	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
233.56	200	92.1744333	119.99284335	124.190666488176	0.590079141772728	12419.0666488176	2021_02_26__11_27_25_D1_CPE.dat
234	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
234.44	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
234.88	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
235.32	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
235.76	200	86.3616312	119.99284335	126.541228408053	0.51800146071048	12654.1228408053	2021_02_26__11_27_25_D1_CPE.dat
236.2	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
236.64	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
237.08	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
237.52	200	87.7456317	119.99284335	125.918395648462	0.534737105372036	12591.8395648462	2021_02_26__11_27_25_D1_CPE.dat
237.96	200	95.2192344	119.99284335	123.215573002653	0.629707232645416	12321.5573002653	2021_02_26__11_27_25_D1_CPE.dat
238.4	200	89.6832324	119.99284335	125.114606311458	0.558614001269142	12511.4606311458	2021_02_26__11_27_25_D1_CPE.dat
238.84	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
239.28	200	81.1024293	119.99284335	129.3172514968	0.456832546438753	12931.72514968	2021_02_26__11_27_25_D1_CPE.dat
239.72	200	92.4512334	119.99284335	124.09522387399	0.593628481991888	12409.522387399	2021_02_26__11_27_25_D1_CPE.dat
240.16	200	95.2192344	119.99284335	123.215573002653	0.629707232645416	12321.5573002653	2021_02_26__11_27_25_D1_CPE.dat
240.6	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
241.04	200	89.6832324	119.99284335	125.114606311458	0.558614001269142	12511.4606311458	2021_02_26__11_27_25_D1_CPE.dat
241.48	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
241.92	200	87.4688316	119.99284335	126.039633509217	0.531368691041109	12603.9633509217	2021_02_26__11_27_25_D1_CPE.dat
242.36	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
242.8	200	93.0048336	119.99284335	123.908514407478	0.600759090528131	12390.8514407478	2021_02_26__11_27_25_D1_CPE.dat
243.24	200	89.6832324	119.99284335	125.114606311458	0.558614001269142	12511.4606311458	2021_02_26__11_27_25_D1_CPE.dat
243.68	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
244.12	200	89.1296322	119.99284335	125.336396212151	0.551738817516287	12533.6396212151	2021_02_26__11_27_25_D1_CPE.dat
244.56	200	92.1744333	119.99284335	124.190666488176	0.590079141772728	12419.0666488176	2021_02_26__11_27_25_D1_CPE.dat
245	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
245.44	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
245.88	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
246.32	200	89.6832324	119.99284335	125.114606311458	0.558614001269142	12511.4606311458	2021_02_26__11_27_25_D1_CPE.dat
246.76	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
247.2	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
247.64	200	84.1472304	119.99284335	127.627723081949	0.491777849615998	12762.7723081949	2021_02_26__11_27_25_D1_CPE.dat
248.08	200	89.6832324	119.99284335	125.114606311458	0.558614001269142	12511.4606311458	2021_02_26__11_27_25_D1_CPE.dat
248.52	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
248.96	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
249.4	200	81.1024293	119.99284335	129.3172514968	0.456832546438753	12931.72514968	2021_02_26__11_27_25_D1_CPE.dat
249.84	200	84.1472304	119.99284335	127.627723081949	0.491777849615998	12762.7723081949	2021_02_26__11_27_25_D1_CPE.dat
250.28	200	92.4512334	119.99284335	124.09522387399	0.593628481991888	12409.522387399	2021_02_26__11_27_25_D1_CPE.dat
250.72	200	92.1744333	119.99284335	124.190666488176	0.590079141772728	12419.0666488176	2021_02_26__11_27_25_D1_CPE.dat
251.16	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
251.6	200	92.4512334	119.99284335	124.09522387399	0.593628481991888	12409.522387399	2021_02_26__11_27_25_D1_CPE.dat
252.04	200	92.1744333	119.99284335	124.190666488176	0.590079141772728	12419.0666488176	2021_02_26__11_27_25_D1_CPE.dat
252.48	200	92.1744333	119.99284335	124.190666488176	0.590079141772728	12419.0666488176	2021_02_26__11_27_25_D1_CPE.dat
252.92	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
253.36	200	95.2192344	119.99284335	123.215573002653	0.629707232645416	12321.5573002653	2021_02_26__11_27_25_D1_CPE.dat
253.8	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
254.24	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
254.68	200	92.1744333	119.99284335	124.190666488176	0.590079141772728	12419.0666488176	2021_02_26__11_27_25_D1_CPE.dat
255.12	200	89.9600325	119.99284335	125.006012545731	0.562067557194531	12500.6012545731	2021_02_26__11_27_25_D1_CPE.dat
255.56	200	94.9424343	119.99284335	123.297598479774	0.626051465433178	12329.7598479774	2021_02_26__11_27_25_D1_CPE.dat
256	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
256.44	200	87.1920315	119.99284335	126.162519864643	0.52801091940949	12616.2519864643	2021_02_26__11_27_25_D1_CPE.dat
256.88	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
257.32	200	92.1744333	119.99284335	124.190666488176	0.590079141772728	12419.0666488176	2021_02_26__11_27_25_D1_CPE.dat
257.76	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
258.2	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
258.64	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
259.08	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
259.52	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
259.96	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
260.4	200	92.1744333	119.99284335	124.190666488176	0.590079141772728	12419.0666488176	2021_02_26__11_27_25_D1_CPE.dat
260.84	200	89.6832324	119.99284335	125.114606311458	0.558614001269142	12511.4606311458	2021_02_26__11_27_25_D1_CPE.dat
261.28	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
261.72	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
262.16	200	91.344033	119.99284335	124.485497700341	0.579494977311095	12448.5497700341	2021_02_26__11_27_25_D1_CPE.dat
262.6	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
263.04	200	87.7456317	119.99284335	125.918395648462	0.534737105372036	12591.8395648462	2021_02_26__11_27_25_D1_CPE.dat
263.48	200	89.6832324	119.99284335	125.114606311458	0.558614001269142	12511.4606311458	2021_02_26__11_27_25_D1_CPE.dat
263.92	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
264.36	200	87.1920315	119.99284335	126.162519864643	0.52801091940949	12616.2519864643	2021_02_26__11_27_25_D1_CPE.dat
264.8	200	89.1296322	119.99284335	125.336396212151	0.551738817516287	12533.6396212151	2021_02_26__11_27_25_D1_CPE.dat
265.24	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
265.68	200	94.9424343	119.99284335	123.297598479774	0.626051465433178	12329.7598479774	2021_02_26__11_27_25_D1_CPE.dat
266.12	200	92.1744333	119.99284335	124.190666488176	0.590079141772728	12419.0666488176	2021_02_26__11_27_25_D1_CPE.dat
266.56	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
267	200	89.9600325	119.99284335	125.006012545731	0.562067557194531	12500.6012545731	2021_02_26__11_27_25_D1_CPE.dat
267.44	200	93.0048336	119.99284335	123.908514407478	0.600759090528131	12390.8514407478	2021_02_26__11_27_25_D1_CPE.dat
267.88	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
268.32	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
268.76	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
269.2	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
269.64	200	92.1744333	119.99284335	124.190666488176	0.590079141772728	12419.0666488176	2021_02_26__11_27_25_D1_CPE.dat
270.08	200	92.1744333	119.99284335	124.190666488176	0.590079141772728	12419.0666488176	2021_02_26__11_27_25_D1_CPE.dat
270.52	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
270.96	200	89.6832324	119.99284335	125.114606311458	0.558614001269142	12511.4606311458	2021_02_26__11_27_25_D1_CPE.dat
271.4	200	92.1744333	119.99284335	124.190666488176	0.590079141772728	12419.0666488176	2021_02_26__11_27_25_D1_CPE.dat
271.84	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
272.28	200	94.9424343	119.99284335	123.297598479774	0.626051465433178	12329.7598479774	2021_02_26__11_27_25_D1_CPE.dat
272.72	200	92.1744333	119.99284335	124.190666488176	0.590079141772728	12419.0666488176	2021_02_26__11_27_25_D1_CPE.dat
273.16	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
273.6	200	86.9152314	119.99284335	126.287070464689	0.524663790477179	12628.7070464689	2021_02_26__11_27_25_D1_CPE.dat
274.04	200	81.1024293	119.99284335	129.3172514968	0.456832546438753	12931.72514968	2021_02_26__11_27_25_D1_CPE.dat
274.48	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
274.92	200	91.8976332	119.99284335	124.28751779311	0.586540444252876	12428.751779311	2021_02_26__11_27_25_D1_CPE.dat
275.36	200	92.1744333	119.99284335	124.190666488176	0.590079141772728	12419.0666488176	2021_02_26__11_27_25_D1_CPE.dat
275.8	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
276.24	200	81.1024293	119.99284335	129.3172514968	0.456832546438753	12931.72514968	2021_02_26__11_27_25_D1_CPE.dat
276.68	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
277.12	200	88.8528321	119.99284335	125.449621022313	0.548317189688821	12544.9621022313	2021_02_26__11_27_25_D1_CPE.dat
277.56	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
278	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
278.44	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
278.88	200	86.9152314	119.99284335	126.287070464689	0.524663790477179	12628.7070464689	2021_02_26__11_27_25_D1_CPE.dat
279.32	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
279.76	200	86.9152314	119.99284335	126.287070464689	0.524663790477179	12628.7070464689	2021_02_26__11_27_25_D1_CPE.dat
280.2	200	81.1024293	119.99284335	129.3172514968	0.456832546438753	12931.72514968	2021_02_26__11_27_25_D1_CPE.dat
280.64	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
281.08	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
281.52	200	95.2192344	119.99284335	123.215573002653	0.629707232645416	12321.5573002653	2021_02_26__11_27_25_D1_CPE.dat
281.96	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
282.4	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
282.84	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
283.28	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
283.72	200	86.9152314	119.99284335	126.287070464689	0.524663790477179	12628.7070464689	2021_02_26__11_27_25_D1_CPE.dat
284.16	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
284.6	200	89.6832324	119.99284335	125.114606311458	0.558614001269142	12511.4606311458	2021_02_26__11_27_25_D1_CPE.dat
285.04	200	92.1744333	119.99284335	124.190666488176	0.590079141772728	12419.0666488176	2021_02_26__11_27_25_D1_CPE.dat
285.48	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
285.92	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
286.36	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
286.8	200	81.1024293	119.99284335	129.3172514968	0.456832546438753	12931.72514968	2021_02_26__11_27_25_D1_CPE.dat
287.24	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
287.68	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
288.12	200	87.4688316	119.99284335	126.039633509217	0.531368691041109	12603.9633509217	2021_02_26__11_27_25_D1_CPE.dat
288.56	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
289	200	81.1024293	119.99284335	129.3172514968	0.456832546438753	12931.72514968	2021_02_26__11_27_25_D1_CPE.dat
289.44	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
289.88	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
290.32	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
290.76	200	87.1920315	119.99284335	126.162519864643	0.52801091940949	12616.2519864643	2021_02_26__11_27_25_D1_CPE.dat
291.2	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
291.64	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
292.08	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
292.52	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
292.96	200	92.1744333	119.99284335	124.190666488176	0.590079141772728	12419.0666488176	2021_02_26__11_27_25_D1_CPE.dat
293.4	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
293.84	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
294.28	200	89.9600325	119.99284335	125.006012545731	0.562067557194531	12500.6012545731	2021_02_26__11_27_25_D1_CPE.dat
294.72	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
295.16	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
295.6	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
296.04	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
296.48	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
296.92	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
297.36	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
297.8	200	92.1744333	119.99284335	124.190666488176	0.590079141772728	12419.0666488176	2021_02_26__11_27_25_D1_CPE.dat
298.24	200	89.6832324	119.99284335	125.114606311458	0.558614001269142	12511.4606311458	2021_02_26__11_27_25_D1_CPE.dat
298.68	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
299.12	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
299.56	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
300	200	89.1296322	119.99284335	125.336396212151	0.551738817516287	12533.6396212151	2021_02_26__11_27_25_D1_CPE.dat
300.44	200	92.1744333	119.99284335	124.190666488176	0.590079141772728	12419.0666488176	2021_02_26__11_27_25_D1_CPE.dat
300.88	200	92.1744333	119.99284335	124.190666488176	0.590079141772728	12419.0666488176	2021_02_26__11_27_25_D1_CPE.dat
301.32	200	81.1024293	119.99284335	129.3172514968	0.456832546438753	12931.72514968	2021_02_26__11_27_25_D1_CPE.dat
301.76	200	81.1024293	119.99284335	129.3172514968	0.456832546438753	12931.72514968	2021_02_26__11_27_25_D1_CPE.dat
302.2	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
302.64	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
303.08	200	92.4512334	119.99284335	124.09522387399	0.593628481991888	12409.522387399	2021_02_26__11_27_25_D1_CPE.dat
303.52	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
303.96	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
304.4	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
304.84	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
305.28	200	91.6208331	119.99284335	124.385790556382	0.583012389432332	12438.5790556382	2021_02_26__11_27_25_D1_CPE.dat
305.72	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
306.16	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
306.6	200	84.1472304	119.99284335	127.627723081949	0.491777849615998	12762.7723081949	2021_02_26__11_27_25_D1_CPE.dat
307.04	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
307.48	200	92.1744333	119.99284335	124.190666488176	0.590079141772728	12419.0666488176	2021_02_26__11_27_25_D1_CPE.dat
307.92	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
308.36	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
308.8	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
309.24	200	95.2192344	119.99284335	123.215573002653	0.629707232645416	12321.5573002653	2021_02_26__11_27_25_D1_CPE.dat
309.68	200	81.1024293	119.99284335	129.3172514968	0.456832546438753	12931.72514968	2021_02_26__11_27_25_D1_CPE.dat
310.12	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
310.56	200	86.6384313	119.99284335	126.413301260583	0.521327304244175	12641.3301260583	2021_02_26__11_27_25_D1_CPE.dat
311	200	89.4064323	119.99284335	125.224729450658	0.55517108804306	12522.4729450658	2021_02_26__11_27_25_D1_CPE.dat
311.44	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
311.88	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
312.32	200	92.1744333	119.99284335	124.190666488176	0.590079141772728	12419.0666488176	2021_02_26__11_27_25_D1_CPE.dat
312.76	200	83.8704303	119.99284335	127.771679823639	0.488547790376073	12777.1679823639	2021_02_26__11_27_25_D1_CPE.dat
313.2	200	81.1024293	119.99284335	129.3172514968	0.456832546438753	12931.72514968	2021_02_26__11_27_25_D1_CPE.dat
